airfoil,r_le,x_up_pt,z_up_pt,zxx_up_pt,x_lo_pt,z_lo_pt,zxx_lo_pt,z_te,dz_te,alpha_te,beta_te,alpha,Cl
Airfoil_81,0.0131712,0.362898,0.104497,-0.77311,0.335571,-0.0651077,0.510488,0.0,0.0,-2.66798,-6.77055,16,1.60699999
Airfoil_82,0.0201172,0.392831,0.106129,-0.767047,0.333429,-0.0785794,-0.48515,0.0,0.0,6.69327,-9.01094,0,0.22794166
Airfoil_82,0.0201172,0.392831,0.106129,-0.767047,0.333429,-0.0785794,-0.48515,0.0,0.0,6.69327,-9.01094,6,0.87250659
Airfoil_82,0.0201172,0.392831,0.106129,-0.767047,0.333429,-0.0785794,-0.48515,0.0,0.0,6.69327,-9.01094,12,1.36954406
Airfoil_82,0.0201172,0.392831,0.106129,-0.767047,0.333429,-0.0785794,-0.48515,0.0,0.0,6.69327,-9.01094,14,1.45845438
Airfoil_82,0.0201172,0.392831,0.106129,-0.767047,0.333429,-0.0785794,-0.48515,0.0,0.0,6.69327,-9.01094,16,1.50739102
Airfoil_83,0.0239938,0.362348,0.10817,-1.88983,0.414572,0.0238845,-0.765626,0.0,0.0,-1.89228,-5.3464,0,0.00663008
Airfoil_83,0.0239938,0.362348,0.10817,-1.88983,0.414572,0.0238845,-0.765626,0.0,0.0,-1.89228,-5.3464,6,0.4631557
Airfoil_83,0.0239938,0.362348,0.10817,-1.88983,0.414572,0.0238845,-0.765626,0.0,0.0,-1.89228,-5.3464,12,0.86480438
Airfoil_83,0.0239938,0.362348,0.10817,-1.88983,0.414572,0.0238845,-0.765626,0.0,0.0,-1.89228,-5.3464,14,0.96739721
Airfoil_83,0.0239938,0.362348,0.10817,-1.88983,0.414572,0.0238845,-0.765626,0.0,0.0,-1.89228,-5.3464,16,1.05758641
Airfoil_84,0.0161529,0.433231,0.110734,-1.51099,0.330391,-0.110856,0.507896,0.0,0.0,-22.9226,-16.9999,0,0.32426343
Airfoil_84,0.0161529,0.433231,0.110734,-1.51099,0.330391,-0.110856,0.507896,0.0,0.0,-22.9226,-16.9999,6,1.00639181
Airfoil_84,0.0161529,0.433231,0.110734,-1.51099,0.330391,-0.110856,0.507896,0.0,0.0,-22.9226,-16.9999,12,1.47697476
Airfoil_84,0.0161529,0.433231,0.110734,-1.51099,0.330391,-0.110856,0.507896,0.0,0.0,-22.9226,-16.9999,14,1.48178494
Airfoil_84,0.0161529,0.433231,0.110734,-1.51099,0.330391,-0.110856,0.507896,0.0,0.0,-22.9226,-16.9999,16,1.50149904
Airfoil_85,0.0235352,0.451017,0.0655813,-0.9116,0.440183,-0.100052,0.979826,0.0,0.0,-12.8422,-9.17926,0,-273560140816634008941270856061137799275321885468917760.00000000
Airfoil_85,0.0235352,0.451017,0.0655813,-0.9116,0.440183,-0.100052,0.979826,0.0,0.0,-12.8422,-9.17926,6,237822609189032516052248749417226981258708922662912.00000000
Airfoil_85,0.0235352,0.451017,0.0655813,-0.9116,0.440183,-0.100052,0.979826,0.0,0.0,-12.8422,-9.17926,12,78184577659802945027493092952865664229491867648.00000000
Airfoil_85,0.0235352,0.451017,0.0655813,-0.9116,0.440183,-0.100052,0.979826,0.0,0.0,-12.8422,-9.17926,14,2136792195001207040760656454051904356352.00000000
Airfoil_85,0.0235352,0.451017,0.0655813,-0.9116,0.440183,-0.100052,0.979826,0.0,0.0,-12.8422,-9.17926,16,430084572281965436860167060701286174117855232.00000000
Airfoil_86,0.0105172,0.335242,0.0397587,-1.12144,0.35249,-0.0635968,-1.8114,0.0,0.0,-24.3649,-3.21164,0,-0.01380562
Airfoil_86,0.0105172,0.335242,0.0397587,-1.12144,0.35249,-0.0635968,-1.8114,0.0,0.0,-24.3649,-3.21164,6,0.65633007
Airfoil_86,0.0105172,0.335242,0.0397587,-1.12144,0.35249,-0.0635968,-1.8114,0.0,0.0,-24.3649,-3.21164,12,1.23604623
Airfoil_86,0.0105172,0.335242,0.0397587,-1.12144,0.35249,-0.0635968,-1.8114,0.0,0.0,-24.3649,-3.21164,14,0.98906188
Airfoil_86,0.0105172,0.335242,0.0397587,-1.12144,0.35249,-0.0635968,-1.8114,0.0,0.0,-24.3649,-3.21164,16,0.98001118
Airfoil_87,0.0177929,0.355987,0.114215,-1.90244,0.336786,-0.101802,-0.476197,0.0,0.0,-14.6074,-11.7327,0,-0.011814
Airfoil_87,0.0177929,0.355987,0.114215,-1.90244,0.336786,-0.101802,-0.476197,0.0,0.0,-14.6074,-11.7327,6,0.32750548
Airfoil_87,0.0177929,0.355987,0.114215,-1.90244,0.336786,-0.101802,-0.476197,0.0,0.0,-14.6074,-11.7327,12,0.61128954
Airfoil_87,0.0177929,0.355987,0.114215,-1.90244,0.336786,-0.101802,-0.476197,0.0,0.0,-14.6074,-11.7327,14,0.61337848
Airfoil_87,0.0177929,0.355987,0.114215,-1.90244,0.336786,-0.101802,-0.476197,0.0,0.0,-14.6074,-11.7327,16,0.31495076
Airfoil_88,0.0116335,0.486979,0.0607867,-1.82581,0.322215,-0.0368909,-1.46771,0.0,0.0,-4.48939,-11.8393,0,0.1132152
Airfoil_88,0.0116335,0.486979,0.0607867,-1.82581,0.322215,-0.0368909,-1.46771,0.0,0.0,-4.48939,-11.8393,6,0.47447766
Airfoil_88,0.0116335,0.486979,0.0607867,-1.82581,0.322215,-0.0368909,-1.46771,0.0,0.0,-4.48939,-11.8393,12,0.77342235
Airfoil_88,0.0116335,0.486979,0.0607867,-1.82581,0.322215,-0.0368909,-1.46771,0.0,0.0,-4.48939,-11.8393,14,0.82530144
Airfoil_88,0.0116335,0.486979,0.0607867,-1.82581,0.322215,-0.0368909,-1.46771,0.0,0.0,-4.48939,-11.8393,16,0.87600223
Airfoil_89,0.0249561,0.387304,0.0910501,-0.0991019,0.372749,-0.0568501,-1.74703,0.0,0.0,-17.9912,-11.7935,0,-0.08040172
Airfoil_89,0.0249561,0.387304,0.0910501,-0.0991019,0.372749,-0.0568501,-1.74703,0.0,0.0,-17.9912,-11.7935,6,0.36923732
Airfoil_89,0.0249561,0.387304,0.0910501,-0.0991019,0.372749,-0.0568501,-1.74703,0.0,0.0,-17.9912,-11.7935,12,0.49295868
Airfoil_89,0.0249561,0.387304,0.0910501,-0.0991019,0.372749,-0.0568501,-1.74703,0.0,0.0,-17.9912,-11.7935,14,0.75188896
Airfoil_89,0.0249561,0.387304,0.0910501,-0.0991019,0.372749,-0.0568501,-1.74703,0.0,0.0,-17.9912,-11.7935,16,0.47033206
Airfoil_90,0.015241,0.479056,0.0779078,-1.46945,0.326027,-0.0771841,-1.61647,0.0,0.0,18.3674,-17.0411,0,0.32732864
Airfoil_90,0.015241,0.479056,0.0779078,-1.46945,0.326027,-0.0771841,-1.61647,0.0,0.0,18.3674,-17.0411,6,0.49676702
Airfoil_90,0.015241,0.479056,0.0779078,-1.46945,0.326027,-0.0771841,-1.61647,0.0,0.0,18.3674,-17.0411,12,1.08276403
Airfoil_90,0.015241,0.479056,0.0779078,-1.46945,0.326027,-0.0771841,-1.61647,0.0,0.0,18.3674,-17.0411,14,1.24195868
Airfoil_90,0.015241,0.479056,0.0779078,-1.46945,0.326027,-0.0771841,-1.61647,0.0,0.0,18.3674,-17.0411,16,1.40682335
Airfoil_91,0.00868711,0.536971,0.0830441,-0.0274256,0.438714,-0.0736875,-1.02973,0.0,0.0,-23.9197,-9.79743,0,0.11080654
Airfoil_91,0.00868711,0.536971,0.0830441,-0.0274256,0.438714,-0.0736875,-1.02973,0.0,0.0,-23.9197,-9.79743,6,0.71790207
Airfoil_91,0.00868711,0.536971,0.0830441,-0.0274256,0.438714,-0.0736875,-1.02973,0.0,0.0,-23.9197,-9.79743,12,0.26341731
Airfoil_91,0.00868711,0.536971,0.0830441,-0.0274256,0.438714,-0.0736875,-1.02973,0.0,0.0,-23.9197,-9.79743,14,0.74291452
Airfoil_91,0.00868711,0.536971,0.0830441,-0.0274256,0.438714,-0.0736875,-1.02973,0.0,0.0,-23.9197,-9.79743,16,-0.41984664
Airfoil_92,0.0152625,0.512473,0.0738693,-1.57394,0.389729,-0.00603424,-1.89103,0.0,0.0,20.3994,-15.736,0,-0.01524978
Airfoil_92,0.0152625,0.512473,0.0738693,-1.57394,0.389729,-0.00603424,-1.89103,0.0,0.0,20.3994,-15.736,6,0.6323399
Airfoil_92,0.0152625,0.512473,0.0738693,-1.57394,0.389729,-0.00603424,-1.89103,0.0,0.0,20.3994,-15.736,12,1.20454535
Airfoil_92,0.0152625,0.512473,0.0738693,-1.57394,0.389729,-0.00603424,-1.89103,0.0,0.0,20.3994,-15.736,14,1.34469224
Airfoil_92,0.0152625,0.512473,0.0738693,-1.57394,0.389729,-0.00603424,-1.89103,0.0,0.0,20.3994,-15.736,16,1.46018772
Airfoil_93,0.0174525,0.412073,0.0809581,-1.25591,0.395357,-0.0147584,-1.98613,0.0,0.0,21.9949,-2.76083,0,-0.08988049
Airfoil_93,0.0174525,0.412073,0.0809581,-1.25591,0.395357,-0.0147584,-1.98613,0.0,0.0,21.9949,-2.76083,6,0.55622525
Airfoil_93,0.0174525,0.412073,0.0809581,-1.25591,0.395357,-0.0147584,-1.98613,0.0,0.0,21.9949,-2.76083,12,0.14458084
Airfoil_93,0.0174525,0.412073,0.0809581,-1.25591,0.395357,-0.0147584,-1.98613,0.0,0.0,21.9949,-2.76083,14,0.48032713
Airfoil_93,0.0174525,0.412073,0.0809581,-1.25591,0.395357,-0.0147584,-1.98613,0.0,0.0,21.9949,-2.76083,16,0.76777419
Airfoil_94,0.0224065,0.323832,0.0486619,-0.924252,0.322631,-0.0568864,-1.08778,0.0,0.0,17.4803,-8.08334,0,-0.25343118
Airfoil_94,0.0224065,0.323832,0.0486619,-0.924252,0.322631,-0.0568864,-1.08778,0.0,0.0,17.4803,-8.08334,6,-266.10755599
Airfoil_94,0.0224065,0.323832,0.0486619,-0.924252,0.322631,-0.0568864,-1.08778,0.0,0.0,17.4803,-8.08334,12,0.75784552
Airfoil_94,0.0224065,0.323832,0.0486619,-0.924252,0.322631,-0.0568864,-1.08778,0.0,0.0,17.4803,-8.08334,14,-125992216.32716328
Airfoil_94,0.0224065,0.323832,0.0486619,-0.924252,0.322631,-0.0568864,-1.08778,0.0,0.0,17.4803,-8.08334,16,0.94167375
Airfoil_95,0.0151532,0.379725,0.0466649,-0.312636,0.436175,-0.095707,-1.07547,0.0,0.0,11.0976,-10.7287,0,-0.54655942
Airfoil_95,0.0151532,0.379725,0.0466649,-0.312636,0.436175,-0.095707,-1.07547,0.0,0.0,11.0976,-10.7287,6,0.05462132
Airfoil_95,0.0151532,0.379725,0.0466649,-0.312636,0.436175,-0.095707,-1.07547,0.0,0.0,11.0976,-10.7287,12,0.65392475
Airfoil_95,0.0151532,0.379725,0.0466649,-0.312636,0.436175,-0.095707,-1.07547,0.0,0.0,11.0976,-10.7287,14,0.7280249
Airfoil_95,0.0151532,0.379725,0.0466649,-0.312636,0.436175,-0.095707,-1.07547,0.0,0.0,11.0976,-10.7287,16,0.79028807
Airfoil_96,0.0236681,0.326223,0.104846,-0.34585,0.424489,-0.00552302,-0.362572,0.0,0.0,5.69512,-7.98641,0,-0.3696017
Airfoil_96,0.0236681,0.326223,0.104846,-0.34585,0.424489,-0.00552302,-0.362572,0.0,0.0,5.69512,-7.98641,6,0.20642753
Airfoil_96,0.0236681,0.326223,0.104846,-0.34585,0.424489,-0.00552302,-0.362572,0.0,0.0,5.69512,-7.98641,12,0.66768224
Airfoil_96,0.0236681,0.326223,0.104846,-0.34585,0.424489,-0.00552302,-0.362572,0.0,0.0,5.69512,-7.98641,14,0.77535033
Airfoil_96,0.0236681,0.326223,0.104846,-0.34585,0.424489,-0.00552302,-0.362572,0.0,0.0,5.69512,-7.98641,16,0.86825768
Airfoil_97,0.0223241,0.413964,0.0541935,-1.59276,0.39474,-0.12104,-0.753009,0.0,0.0,6.35797,-3.46439,0,0.35823986
Airfoil_97,0.0223241,0.413964,0.0541935,-1.59276,0.39474,-0.12104,-0.753009,0.0,0.0,6.35797,-3.46439,6,0.93953731
Airfoil_97,0.0223241,0.413964,0.0541935,-1.59276,0.39474,-0.12104,-0.753009,0.0,0.0,6.35797,-3.46439,12,1.40192575
Airfoil_97,0.0223241,0.413964,0.0541935,-1.59276,0.39474,-0.12104,-0.753009,0.0,0.0,6.35797,-3.46439,14,1.52255289
Airfoil_97,0.0223241,0.413964,0.0541935,-1.59276,0.39474,-0.12104,-0.753009,0.0,0.0,6.35797,-3.46439,16,1.62958774
Airfoil_98,0.0195326,0.365993,0.0629695,-0.982262,0.412153,-0.0461843,-0.542078,0.0,0.0,-13.8418,-12.3528,0,-0.4866937
Airfoil_98,0.0195326,0.365993,0.0629695,-0.982262,0.412153,-0.0461843,-0.542078,0.0,0.0,-13.8418,-12.3528,6,0.08061184
Airfoil_98,0.0195326,0.365993,0.0629695,-0.982262,0.412153,-0.0461843,-0.542078,0.0,0.0,-13.8418,-12.3528,12,-0.42586861
Airfoil_98,0.0195326,0.365993,0.0629695,-0.982262,0.412153,-0.0461843,-0.542078,0.0,0.0,-13.8418,-12.3528,14,-0.29067503
Airfoil_98,0.0195326,0.365993,0.0629695,-0.982262,0.412153,-0.0461843,-0.542078,0.0,0.0,-13.8418,-12.3528,16,-0.040566
Airfoil_99,0.0173988,0.385232,0.0721388,-0.75374,0.375659,-0.0429199,-1.23063,0.0,0.0,-20.0766,-9.68927,0,0.05903174
Airfoil_99,0.0173988,0.385232,0.0721388,-0.75374,0.375659,-0.0429199,-1.23063,0.0,0.0,-20.0766,-9.68927,6,0.71984991
Airfoil_99,0.0173988,0.385232,0.0721388,-0.75374,0.375659,-0.0429199,-1.23063,0.0,0.0,-20.0766,-9.68927,12,1.30954852
Airfoil_99,0.0173988,0.385232,0.0721388,-0.75374,0.375659,-0.0429199,-1.23063,0.0,0.0,-20.0766,-9.68927,14,1.48065507
Airfoil_99,0.0173988,0.385232,0.0721388,-0.75374,0.375659,-0.0429199,-1.23063,0.0,0.0,-20.0766,-9.68927,16,1.53435028
Airfoil_100,0.0146323,0.330333,0.0821419,-0.642969,0.309535,-0.120043,0.233581,0.0,0.0,18.792,-6.29195,0,0.07727033
Airfoil_100,0.0146323,0.330333,0.0821419,-0.642969,0.309535,-0.120043,0.233581,0.0,0.0,18.792,-6.29195,6,0.73986344
Airfoil_100,0.0146323,0.330333,0.0821419,-0.642969,0.309535,-0.120043,0.233581,0.0,0.0,18.792,-6.29195,12,0.22627376
Airfoil_100,0.0146323,0.330333,0.0821419,-0.642969,0.309535,-0.120043,0.233581,0.0,0.0,18.792,-6.29195,14,1.48990475
Airfoil_100,0.0146323,0.330333,0.0821419,-0.642969,0.309535,-0.120043,0.233581,0.0,0.0,18.792,-6.29195,16,1.59964576
Airfoil_101,0.0197187,0.427101,0.0462075,-0.540181,0.312547,-0.0739907,-1.72038,0.0,0.0,3.40498,-0.00629483,0,-0.2648254
Airfoil_101,0.0197187,0.427101,0.0462075,-0.540181,0.312547,-0.0739907,-1.72038,0.0,0.0,3.40498,-0.00629483,6,0.35758265
Airfoil_101,0.0197187,0.427101,0.0462075,-0.540181,0.312547,-0.0739907,-1.72038,0.0,0.0,3.40498,-0.00629483,12,0.5155321
Airfoil_101,0.0197187,0.427101,0.0462075,-0.540181,0.312547,-0.0739907,-1.72038,0.0,0.0,3.40498,-0.00629483,14,0.57128024
Airfoil_101,0.0197187,0.427101,0.0462075,-0.540181,0.312547,-0.0739907,-1.72038,0.0,0.0,3.40498,-0.00629483,16,0.64469436
Airfoil_102,0.0228719,0.498681,0.0861537,-1.88618,0.324962,0.0167257,-1.71974,0.0,0.0,-5.60048,-1.86601,0,0.02491143
Airfoil_102,0.0228719,0.498681,0.0861537,-1.88618,0.324962,0.0167257,-1.71974,0.0,0.0,-5.60048,-1.86601,6,0.5840178
Airfoil_102,0.0228719,0.498681,0.0861537,-1.88618,0.324962,0.0167257,-1.71974,0.0,0.0,-5.60048,-1.86601,12,1.10489066
Airfoil_102,0.0228719,0.498681,0.0861537,-1.88618,0.324962,0.0167257,-1.71974,0.0,0.0,-5.60048,-1.86601,14,1.13324924
Airfoil_102,0.0228719,0.498681,0.0861537,-1.88618,0.324962,0.0167257,-1.71974,0.0,0.0,-5.60048,-1.86601,16,0.11393407
Airfoil_103,0.018774,0.321882,0.0336936,-0.766688,0.420708,-0.0299194,-1.01284,0.0,0.0,-24.3766,-15.2492,0,0.2259625
Airfoil_103,0.018774,0.321882,0.0336936,-0.766688,0.420708,-0.0299194,-1.01284,0.0,0.0,-24.3766,-15.2492,6,0.86987498
Airfoil_103,0.018774,0.321882,0.0336936,-0.766688,0.420708,-0.0299194,-1.01284,0.0,0.0,-24.3766,-15.2492,12,1.13724136
Airfoil_103,0.018774,0.321882,0.0336936,-0.766688,0.420708,-0.0299194,-1.01284,0.0,0.0,-24.3766,-15.2492,14,1.11119015
Airfoil_103,0.018774,0.321882,0.0336936,-0.766688,0.420708,-0.0299194,-1.01284,0.0,0.0,-24.3766,-15.2492,16,0.38997418
Airfoil_104,0.0167307,0.517512,0.11764,-0.498425,0.35991,-0.139417,0.215735,0.0,0.0,15.8446,-1.45623,0,0.03382768
Airfoil_104,0.0167307,0.517512,0.11764,-0.498425,0.35991,-0.139417,0.215735,0.0,0.0,15.8446,-1.45623,6,0.68988452
Airfoil_104,0.0167307,0.517512,0.11764,-0.498425,0.35991,-0.139417,0.215735,0.0,0.0,15.8446,-1.45623,12,1.12364247
Airfoil_104,0.0167307,0.517512,0.11764,-0.498425,0.35991,-0.139417,0.215735,0.0,0.0,15.8446,-1.45623,14,0.77693281
Airfoil_104,0.0167307,0.517512,0.11764,-0.498425,0.35991,-0.139417,0.215735,0.0,0.0,15.8446,-1.45623,16,0.61835733
Airfoil_105,0.0180565,0.406971,0.0430043,-0.625689,0.309571,-5.67232e-05,-0.71025,0.0,0.0,-4.46184,-16.4961,0,0.19011136
Airfoil_105,0.0180565,0.406971,0.0430043,-0.625689,0.309571,-5.67232e-05,-0.71025,0.0,0.0,-4.46184,-16.4961,6,-207.53273448
Airfoil_105,0.0180565,0.406971,0.0430043,-0.625689,0.309571,-5.67232e-05,-0.71025,0.0,0.0,-4.46184,-16.4961,12,3.375988874401035e+17
Airfoil_105,0.0180565,0.406971,0.0430043,-0.625689,0.309571,-5.67232e-05,-0.71025,0.0,0.0,-4.46184,-16.4961,14,23960136350307.336
Airfoil_105,0.0180565,0.406971,0.0430043,-0.625689,0.309571,-5.67232e-05,-0.71025,0.0,0.0,-4.46184,-16.4961,16,5.118277925062497e+26
Airfoil_106,0.0164419,0.406487,0.0578088,-1.62897,0.424728,-0.0321853,-1.44807,0.0,0.0,9.2315,-6.50722,0,0.15471405
Airfoil_106,0.0164419,0.406487,0.0578088,-1.62897,0.424728,-0.0321853,-1.44807,0.0,0.0,9.2315,-6.50722,6,0.7921456
Airfoil_106,0.0164419,0.406487,0.0578088,-1.62897,0.424728,-0.0321853,-1.44807,0.0,0.0,9.2315,-6.50722,12,1.25577805
Airfoil_106,0.0164419,0.406487,0.0578088,-1.62897,0.424728,-0.0321853,-1.44807,0.0,0.0,9.2315,-6.50722,14,0.94524546
Airfoil_106,0.0164419,0.406487,0.0578088,-1.62897,0.424728,-0.0321853,-1.44807,0.0,0.0,9.2315,-6.50722,16,0.65133638
Airfoil_107,0.0184601,0.424318,0.0828261,0.162753,0.339431,-0.0793617,-0.905985,0.0,0.0,-20.4016,-14.4721,0,-0.37806678
Airfoil_107,0.0184601,0.424318,0.0828261,0.162753,0.339431,-0.0793617,-0.905985,0.0,0.0,-20.4016,-14.4721,6,0.29635414
Airfoil_107,0.0184601,0.424318,0.0828261,0.162753,0.339431,-0.0793617,-0.905985,0.0,0.0,-20.4016,-14.4721,12,0.63730997
Airfoil_107,0.0184601,0.424318,0.0828261,0.162753,0.339431,-0.0793617,-0.905985,0.0,0.0,-20.4016,-14.4721,14,0.09730955
Airfoil_107,0.0184601,0.424318,0.0828261,0.162753,0.339431,-0.0793617,-0.905985,0.0,0.0,-20.4016,-14.4721,16,0.58218834
Airfoil_108,0.024381,0.54191,0.100728,-0.127782,0.336308,-0.0186111,0.864882,0.0,0.0,-13.9244,-0.149166,0,-0.05266014
Airfoil_108,0.024381,0.54191,0.100728,-0.127782,0.336308,-0.0186111,0.864882,0.0,0.0,-13.9244,-0.149166,6,0.38181749
Airfoil_108,0.024381,0.54191,0.100728,-0.127782,0.336308,-0.0186111,0.864882,0.0,0.0,-13.9244,-0.149166,12,0.97206463
Airfoil_108,0.024381,0.54191,0.100728,-0.127782,0.336308,-0.0186111,0.864882,0.0,0.0,-13.9244,-0.149166,14,1.14267255
Airfoil_108,0.024381,0.54191,0.100728,-0.127782,0.336308,-0.0186111,0.864882,0.0,0.0,-13.9244,-0.149166,16,1.28205177
Airfoil_109,0.0122802,0.369869,0.0887614,0.0376576,0.368316,-0.109875,0.275811,0.0,0.0,18.141,-12.0074,0,0.86825784
Airfoil_109,0.0122802,0.369869,0.0887614,0.0376576,0.368316,-0.109875,0.275811,0.0,0.0,18.141,-12.0074,6,1.45497822
Airfoil_109,0.0122802,0.369869,0.0887614,0.0376576,0.368316,-0.109875,0.275811,0.0,0.0,18.141,-12.0074,12,1.88551353
Airfoil_109,0.0122802,0.369869,0.0887614,0.0376576,0.368316,-0.109875,0.275811,0.0,0.0,18.141,-12.0074,14,2.00682065
Airfoil_109,0.0122802,0.369869,0.0887614,0.0376576,0.368316,-0.109875,0.275811,0.0,0.0,18.141,-12.0074,16,2.10213869
Airfoil_110,0.0188516,0.46684,0.0996337,-1.33763,0.324867,-0.000219516,-0.0241963,0.0,0.0,11.5525,-3.58581,0,-0.09231417
Airfoil_110,0.0188516,0.46684,0.0996337,-1.33763,0.324867,-0.000219516,-0.0241963,0.0,0.0,11.5525,-3.58581,6,0.2618278
Airfoil_110,0.0188516,0.46684,0.0996337,-1.33763,0.324867,-0.000219516,-0.0241963,0.0,0.0,11.5525,-3.58581,12,0.62772088
Airfoil_110,0.0188516,0.46684,0.0996337,-1.33763,0.324867,-0.000219516,-0.0241963,0.0,0.0,11.5525,-3.58581,14,0.77077011
Airfoil_110,0.0188516,0.46684,0.0996337,-1.33763,0.324867,-0.000219516,-0.0241963,0.0,0.0,11.5525,-3.58581,16,0.90568402
Airfoil_111,0.0242143,0.538132,0.0711954,0.108072,0.442138,-0.0767035,0.487722,0.0,0.0,9.0314,-17.2867,0,0.28998298
Airfoil_111,0.0242143,0.538132,0.0711954,0.108072,0.442138,-0.0767035,0.487722,0.0,0.0,9.0314,-17.2867,6,0.96092506
Airfoil_111,0.0242143,0.538132,0.0711954,0.108072,0.442138,-0.0767035,0.487722,0.0,0.0,9.0314,-17.2867,12,1.33518733
Airfoil_111,0.0242143,0.538132,0.0711954,0.108072,0.442138,-0.0767035,0.487722,0.0,0.0,9.0314,-17.2867,14,1.41032353
Airfoil_111,0.0242143,0.538132,0.0711954,0.108072,0.442138,-0.0767035,0.487722,0.0,0.0,9.0314,-17.2867,16,1.47522918
Airfoil_112,0.014209,0.530452,0.0842407,-0.677002,0.444702,-0.0270161,-0.899653,0.0,0.0,-6.64268,-0.679186,0,0.00412808
Airfoil_112,0.014209,0.530452,0.0842407,-0.677002,0.444702,-0.0270161,-0.899653,0.0,0.0,-6.64268,-0.679186,6,0.53096714
Airfoil_112,0.014209,0.530452,0.0842407,-0.677002,0.444702,-0.0270161,-0.899653,0.0,0.0,-6.64268,-0.679186,12,1.02877584
Airfoil_112,0.014209,0.530452,0.0842407,-0.677002,0.444702,-0.0270161,-0.899653,0.0,0.0,-6.64268,-0.679186,14,1.18284657
Airfoil_112,0.014209,0.530452,0.0842407,-0.677002,0.444702,-0.0270161,-0.899653,0.0,0.0,-6.64268,-0.679186,16,1.32805247
Airfoil_113,0.0188467,0.485452,0.0765718,-0.961654,0.342633,-0.0502248,-1.24173,0.0,0.0,13.657,-15.1546,0,0.25065072
Airfoil_113,0.0188467,0.485452,0.0765718,-0.961654,0.342633,-0.0502248,-1.24173,0.0,0.0,13.657,-15.1546,6,0.88431785
Airfoil_113,0.0188467,0.485452,0.0765718,-0.961654,0.342633,-0.0502248,-1.24173,0.0,0.0,13.657,-15.1546,12,1.37850466
Airfoil_113,0.0188467,0.485452,0.0765718,-0.961654,0.342633,-0.0502248,-1.24173,0.0,0.0,13.657,-15.1546,14,1.49323811
Airfoil_113,0.0188467,0.485452,0.0765718,-0.961654,0.342633,-0.0502248,-1.24173,0.0,0.0,13.657,-15.1546,16,1.58166111
Airfoil_114,0.0132435,0.379501,0.0445864,-0.799128,0.387865,-0.0719192,-0.396589,0.0,0.0,5.07449,-10.054,0,-0.06207423
Airfoil_114,0.0132435,0.379501,0.0445864,-0.799128,0.387865,-0.0719192,-0.396589,0.0,0.0,5.07449,-10.054,6,0.51944322
Airfoil_114,0.0132435,0.379501,0.0445864,-0.799128,0.387865,-0.0719192,-0.396589,0.0,0.0,5.07449,-10.054,12,0.72008529
Airfoil_114,0.0132435,0.379501,0.0445864,-0.799128,0.387865,-0.0719192,-0.396589,0.0,0.0,5.07449,-10.054,14,0.82814237
Airfoil_114,0.0132435,0.379501,0.0445864,-0.799128,0.387865,-0.0719192,-0.396589,0.0,0.0,5.07449,-10.054,16,0.92869185
Airfoil_115,0.0245005,0.51829,0.117895,-0.102615,0.415432,-0.0623112,-1.04933,0.0,0.0,-20.7106,-12.1934,0,-0.37963868
Airfoil_115,0.0245005,0.51829,0.117895,-0.102615,0.415432,-0.0623112,-1.04933,0.0,0.0,-20.7106,-12.1934,6,0.26921671
Airfoil_115,0.0245005,0.51829,0.117895,-0.102615,0.415432,-0.0623112,-1.04933,0.0,0.0,-20.7106,-12.1934,12,0.87939893
Airfoil_115,0.0245005,0.51829,0.117895,-0.102615,0.415432,-0.0623112,-1.04933,0.0,0.0,-20.7106,-12.1934,14,1.01103604
Airfoil_115,0.0245005,0.51829,0.117895,-0.102615,0.415432,-0.0623112,-1.04933,0.0,0.0,-20.7106,-12.1934,16,0.16548598
Airfoil_116,0.0201057,0.4844,0.0943877,-1.08918,0.313742,-0.0901006,-1.9019,0.0,0.0,13.0224,-10.9636,0,0.11184644
Airfoil_116,0.0201057,0.4844,0.0943877,-1.08918,0.313742,-0.0901006,-1.9019,0.0,0.0,13.0224,-10.9636,6,0.73219243
Airfoil_116,0.0201057,0.4844,0.0943877,-1.08918,0.313742,-0.0901006,-1.9019,0.0,0.0,13.0224,-10.9636,12,1.26756306
Airfoil_116,0.0201057,0.4844,0.0943877,-1.08918,0.313742,-0.0901006,-1.9019,0.0,0.0,13.0224,-10.9636,14,1.41018255
Airfoil_116,0.0201057,0.4844,0.0943877,-1.08918,0.313742,-0.0901006,-1.9019,0.0,0.0,13.0224,-10.9636,16,1.54649867
Airfoil_117,0.0227058,0.496723,0.0820816,-0.985085,0.412758,-0.0847022,-0.202084,0.0,0.0,-1.7786,-1.07157,0,0.44313175
Airfoil_117,0.0227058,0.496723,0.0820816,-0.985085,0.412758,-0.0847022,-0.202084,0.0,0.0,-1.7786,-1.07157,6,1.04456065
Airfoil_117,0.0227058,0.496723,0.0820816,-0.985085,0.412758,-0.0847022,-0.202084,0.0,0.0,-1.7786,-1.07157,12,1.28915236
Airfoil_117,0.0227058,0.496723,0.0820816,-0.985085,0.412758,-0.0847022,-0.202084,0.0,0.0,-1.7786,-1.07157,14,1.21122752
Airfoil_117,0.0227058,0.496723,0.0820816,-0.985085,0.412758,-0.0847022,-0.202084,0.0,0.0,-1.7786,-1.07157,16,1.15099458
Airfoil_118,0.0186698,0.52352,0.0730303,0.0234662,0.404982,0.0371842,0.344871,0.0,0.0,19.2649,-7.70715,0,-0.08425836
